,image_id,melanoma,diagnosis,relative_color_variance,r_average,g_average,b_average,r_std,g_std,b_std,average_std,r_range,g_range,b_range,r_pct,g_pct,b_pct,r_low,b_high
488,ISIC_0002476,0.0,not cancerous,0.010261260256189212,0.5894736842105263,0.5641025641025641,0.44936708860759494,0.07910280876678241,0.18278925521255784,0.24562276473332298,0.1538311093001935,0.22522522522522523,0.22815533980582525,0.33816425120772947,0.4348,0.3186,0.2465,0.0,0.0032
489,ISIC_0002488,0.0,not cancerous,0.012731389791122026,0.631578947368421,0.6025641025641025,0.5,0.1104910507864715,0.22055632425211125,0.32530587859790977,0.21300600998268313,0.36036036036036034,0.6262135922330098,0.821256038647343,0.4296,0.3167,0.2537,0.0,0.0366
490,ISIC_0002489,0.0,not cancerous,0.0180085889835584,0.531578947368421,0.3974358974358974,0.2721518987341772,0.2712809691548479,0.3830201822606041,0.36251544738069713,0.3511948660486911,0.36036036036036034,0.4563106796116505,0.48792270531400966,0.4885,0.3027,0.2088,0.0,0.0003
491,ISIC_0002616,0.0,not cancerous,0.010313102834248404,0.7526315789473684,0.6987179487179487,0.5063291139240507,0.07364837030996477,0.14881816880576368,0.28733519383905265,0.15684628705307124,0.18018018018018017,0.32038834951456313,0.4830917874396135,0.4433,0.3234,0.2333,0.0,0.0377
492,ISIC_0002647,0.0,not cancerous,0.016317511667154946,0.6842105263157895,0.5512820512820513,0.36075949367088606,0.19463971954367,0.351240040078248,0.3789948358690226,0.315768564734644,0.35585585585585583,0.5776699029126213,0.6280193236714976,0.479,0.3114,0.2096,0.0,0.0248
493,ISIC_0002673,0.0,not cancerous,0.027013999373074124,0.5421052631578948,0.47435897435897434,0.34810126582278483,0.2496649824714794,0.385739777661148,0.48870683940452914,0.3957869002750331,0.5135135135135135,0.5048543689320388,0.6473429951690821,0.4568,0.3155,0.2278,0.0,0.0293
494,ISIC_0002780,0.0,not cancerous,0.007892782202034552,0.7578947368421053,0.6730769230769231,0.4810126582278481,0.09963597844454346,0.1912839353022568,0.31688286179607006,0.19471121523887136,0.2882882882882883,0.3300970873786408,0.45893719806763283,0.4536,0.3181,0.2283,0.0,0.0417
495,ISIC_0002806,0.0,not cancerous,0.0026991594542271295,0.7263157894736842,0.6602564102564102,0.5063291139240507,0.024255773482753106,0.10937353881387471,0.22684202342273035,0.09776306407252724,0.11261261261261261,0.1407766990291262,0.3285024154589372,0.4436,0.3174,0.239,0.0,0.0195
496,ISIC_0002829,0.0,not cancerous,0.021527788549535437,0.5210526315789473,0.3333333333333333,0.189873417721519,0.2203734373555053,0.3387470776277494,0.3176308833037344,0.2962575124783539,0.4009009009009009,0.470873786407767,0.5314009661835749,0.5222,0.2956,0.1822,0.0,0.0009
497,ISIC_0002836,0.0,not cancerous,0.01365202156562365,0.6947368421052632,0.532051282051282,0.35443037974683544,0.25638046557768457,0.403984922944797,0.35774087683834066,0.3506570235306102,0.5720720720720721,0.7572815533980582,0.7632850241545893,0.4868,0.3069,0.2063,0.0,0.0294
498,ISIC_0002871,0.0,not cancerous,0.045416902401626776,0.5684210526315789,0.5064102564102564,0.43037974683544306,0.43291326534901514,0.5390505272198102,0.5174000932980874,0.5362554751960884,0.6756756756756757,0.7087378640776699,0.7971014492753623,0.4426,0.3091,0.2484,0.0,0.1051
499,ISIC_0002879,0.0,not cancerous,0.028805611713015915,0.7578947368421053,0.5833333333333334,0.4177215189873418,0.5370486511025734,0.7436690681807337,0.660904009362545,0.7106631353774066,0.5855855855855856,0.8980582524271845,1.0,0.4797,0.3032,0.2172,0.0,0.1547
500,ISIC_0002885,0.0,not cancerous,0.018383004998916135,0.6,0.4935897435897436,0.3987341772151899,0.397017209055982,0.5294794598978959,0.47260555369141244,0.49976774982173783,0.6036036036036037,0.7184466019417476,0.7246376811594203,0.4601,0.3048,0.2351,0.0,0.0812
501,ISIC_0002948,0.0,not cancerous,0.020570032716398325,0.9210526315789473,0.8974358974358975,0.7531645569620253,0.10540988154587261,0.25303115606660626,0.336311779292735,0.22707548130793523,0.14414414414414414,0.3592233009708738,0.4975845410628019,0.4203,0.3198,0.2599,0.0,0.4178
502,ISIC_0002975,0.0,not cancerous,0.011751506695625908,0.6578947368421053,0.5641025641025641,0.3987341772151899,0.12279212099303062,0.2726866739825373,0.343281310101564,0.24398084954670468,0.18468468468468469,0.3300970873786408,0.45893719806763283,0.4613,0.3158,0.2229,0.0,0.0233
503,ISIC_0002976,0.0,not cancerous,0.013422958722004228,0.7157894736842105,0.5576923076923077,0.36075949367088606,0.11816660921907708,0.22767880146953576,0.2723993158140258,0.19669145360089643,0.20270270270270271,0.33495145631067963,0.42028985507246375,0.4841,0.31,0.2059,0.0,0.0023
504,ISIC_0003005,0.0,not cancerous,0.02209121396333272,0.8052631578947368,0.6987179487179487,0.5379746835443038,0.2887758619240179,0.44874469201774897,0.471328843021876,0.42679229907303656,0.34684684684684686,0.6601941747572816,0.8743961352657005,0.4514,0.3128,0.2358,0.0,0.1501
505,ISIC_0003051,0.0,not cancerous,0.026367736800212257,0.6263157894736842,0.4935897435897436,0.3037974683544304,0.20458011416657562,0.3501273915740255,0.33045691510692454,0.2992502801263115,0.3783783783783784,0.5388349514563107,0.6570048309178744,0.4866,0.3123,0.2012,0.0,0.0083
506,ISIC_0003056,0.0,not cancerous,0.0472719377925954,0.5263157894736842,0.44871794871794873,0.35443037974683544,0.4594624587007878,0.5358137315711627,0.48222671435235576,0.5312335744117348,0.6891891891891891,0.7912621359223301,0.8454106280193237,0.4566,0.3095,0.2339,0.0,0.0592
507,ISIC_0003174,0.0,not cancerous,0.03345050222690434,0.5052631578947369,0.27564102564102566,0.18354430379746836,0.38752574632825837,0.3776363376115273,0.2600806946615489,0.3537292451869206,0.527027027027027,0.5194174757281553,0.5748792270531401,0.5365,0.2768,0.1867,0.0,0.0004
508,ISIC_0003308,0.0,not cancerous,0.009533510165512816,0.5789473684210527,0.4551282051282051,0.33544303797468356,0.12589260943765815,0.16716255546543252,0.2164597467857172,0.1550697769175919,0.25675675675675674,0.441747572815534,0.6328502415458938,0.4761,0.3041,0.2198,0.0,0.0064
509,ISIC_0003346,0.0,not cancerous,0.016479238384247467,0.5052631578947369,0.46153846153846156,0.3924050632911392,0.14716895476212496,0.20299250918459855,0.24805015181399306,0.18951818274421925,0.5180180180180181,0.5631067961165048,0.6135265700483091,0.4394,0.3113,0.2493,0.0,0.0154
510,ISIC_0003728,0.0,not cancerous,0.031817465114445644,0.09473684210526316,0.07051282051282051,0.10759493670886076,0.4082505947927263,0.3404475404360895,0.3328171930370164,0.3790465518997657,0.7432432432432432,0.7233009708737864,0.7536231884057971,0.4593,0.2852,0.2555,0.2233,0.01
511,ISIC_0004110,0.0,not cancerous,0.02121449498843485,0.4473684210526316,0.36538461538461536,0.27848101265822783,0.29153334622401195,0.4426642492485328,0.4103806398284625,0.4004563512274626,0.46396396396396394,0.5194174757281553,0.5893719806763285,0.4679,0.3056,0.2265,0.0,0.0126
512,ISIC_0004115,0.0,not cancerous,0.008979883556175995,0.6157894736842106,0.42948717948717946,0.2911392405063291,0.1579534086036873,0.2607605324681521,0.21666107423745182,0.20140572476316593,0.3108108108108108,0.4174757281553398,0.45410628019323673,0.4993,0.2969,0.2038,0.0,0.0003
513,ISIC_0004166,0.0,not cancerous,0.0047915537177280875,0.7421052631578947,0.6923076923076923,0.5,0.07793928490361415,0.2117620115463524,0.37461637299593253,0.21718855047366817,0.26576576576576577,0.5922330097087378,0.7874396135265701,0.4438,0.3241,0.2321,0.0,0.0812
514,ISIC_0004168,0.0,not cancerous,0.012759978260581397,0.7684210526315789,0.7307692307692307,0.620253164556962,0.08549882722847607,0.23375351877475073,0.3585265449426707,0.22139146378730776,0.13513513513513514,0.3300970873786408,0.5072463768115942,0.4255,0.3161,0.2584,0.0,0.2263
515,ISIC_0004309,0.0,not cancerous,0.008509431286342363,0.7157894736842105,0.6794871794871795,0.4936708860759494,0.07820158219068675,0.2303258743260652,0.4082036844560476,0.23783436895181825,0.30180180180180183,0.39805825242718446,0.5700483091787439,0.4409,0.3247,0.2344,0.0,0.0773
516,ISIC_0004346,0.0,not cancerous,0.008603707577079607,0.631578947368421,0.6217948717948718,0.5253164556962026,0.11615398195865455,0.18646118612529222,0.28807339449541286,0.18771518793928904,0.16216216216216217,0.24757281553398058,0.391304347826087,0.4224,0.3191,0.2585,0.0,0.0779
517,ISIC_0004715,0.0,not cancerous,0.009489058513828046,0.9,0.8333333333333334,0.7468354430379747,0.03482837182321835,0.11527458371105492,0.1566065685127139,0.07499439747377,0.24324324324324326,0.22330097087378642,0.2560386473429952,0.4249,0.3093,0.2658,0.0,0.331
518,ISIC_0004985,0.0,not cancerous,0.007134197656558048,0.6578947368421053,0.6153846153846154,0.5,0.10177975434850228,0.2485404838017081,0.311681084221984,0.21379240093714982,0.13963963963963963,0.34951456310679613,0.5265700483091788,0.436,0.3159,0.2481,0.0,0.0678
519,ISIC_0005000,0.0,not cancerous,0.014347433913141522,0.5578947368421052,0.391025641025641,0.2974683544303797,0.12112081648437564,0.2188787632997758,0.28459681313375185,0.19981257003157787,0.1981981981981982,0.32524271844660196,0.41545893719806765,0.492,0.2935,0.2145,0.0,0.0
520,ISIC_0005187,0.0,not cancerous,0.0220635165506623,0.5631578947368421,0.4935897435897436,0.3670886075949367,0.14081497112207753,0.28058208884011643,0.38774685118955066,0.27251909952123865,0.3153153153153153,0.5242718446601942,0.6618357487922706,0.4547,0.316,0.2293,0.0,0.0051
521,ISIC_0005548,0.0,not cancerous,0.016711953599414974,0.41578947368421054,0.30128205128205127,0.22151898734177214,0.24322020361667604,0.3460413187652083,0.3021352167543723,0.30165223591728635,0.43243243243243246,0.49514563106796117,0.5314009661835749,0.4875,0.2983,0.2142,0.0,0.0029
522,ISIC_0005555,0.0,not cancerous,0.025704941652238335,0.5684210526315789,0.4358974358974359,0.3291139240506329,0.2418818148954594,0.3951543489670309,0.4253279755133441,0.36969950086584497,0.36936936936936937,0.5242718446601942,0.5700483091787439,0.4762,0.3012,0.2227,0.0,0.0121
523,ISIC_0005620,0.0,not cancerous,0.019645206660314867,0.5368421052631579,0.391025641025641,0.2721518987341772,0.1590715348594776,0.32564721599312946,0.37997855780798595,0.2927044922073953,0.19369369369369369,0.3592233009708738,0.43478260869565216,0.4906,0.3002,0.2092,0.0,0.0
524,ISIC_0005639,0.0,not cancerous,0.010804255214361349,0.4842105263157895,0.3717948717948718,0.21518987341772153,0.26834357581820784,0.4533097953146619,0.42003617346897015,0.3988835693185291,0.36486486486486486,0.5145631067961165,0.5072463768115942,0.4952,0.3112,0.1936,0.0,0.0002
525,ISIC_0005666,0.0,not cancerous,0.009818050092333377,0.5736842105263158,0.5128205128205128,0.3860759493670886,0.11605477977956939,0.16391621737678322,0.24234096358919377,0.16067841499439747,0.25225225225225223,0.32038834951456313,0.42995169082125606,0.4526,0.3155,0.232,0.0,0.0022
526,ISIC_0005787,0.0,not cancerous,0.007507428986274063,0.6842105263157895,0.6730769230769231,0.6329113924050633,0.05247627134318068,0.1248380170809676,0.2134136460728871,0.10909239075073852,0.11261261261261261,0.20388349514563106,0.3719806763285024,0.4116,0.3116,0.2767,0.0,0.1479
527,ISIC_0006021,0.0,not cancerous,0.0061561002411403805,0.45263157894736844,0.44871794871794873,0.3987341772151899,0.24709749556532634,0.3116465480223293,0.3177225445825729,0.2974472853213813,0.45495495495495497,0.41262135922330095,0.463768115942029,0.4246,0.3156,0.2599,0.0002,0.0091
528,ISIC_0006114,0.0,not cancerous,0.028756802437121115,0.8105263157894737,0.6858974358974359,0.5126582278481012,0.2090004960108954,0.24825993606565203,0.28489471228997704,0.24588570846490784,0.2972972972972973,0.46116504854368934,0.6135265700483091,0.4591,0.3108,0.2301,0.0,0.0446
529,ISIC_0006193,0.0,not cancerous,0.019635716985853553,0.42105263157894735,0.32051282051282054,0.18354430379746836,0.2016511277942648,0.3006307552841262,0.297863146437077,0.26693287154935313,0.25675675675675674,0.32524271844660196,0.3671497584541063,0.4948,0.3103,0.1949,0.0,0.0
530,ISIC_0006326,0.0,not cancerous,0.026550838125535298,0.7210526315789474,0.5128205128205128,0.3670886075949367,0.28167533985153304,0.41676606708335323,0.39165227639149186,0.3794886421513701,0.42342342342342343,0.6941747572815534,0.8164251207729468,0.4946,0.2955,0.2099,0.0,0.0383
531,ISIC_0006350,0.0,not cancerous,0.010106460591411022,0.5789473684210527,0.5192307692307693,0.3924050632911392,0.1367829910297691,0.2686673982537335,0.3742824640515922,0.26106549862483447,0.44144144144144143,0.5097087378640777,0.6570048309178744,0.45,0.3163,0.2337,0.0,0.0267
532,ISIC_0006612,0.0,not cancerous,0.007499901627733109,0.7052631578947368,0.5641025641025641,0.43670886075949367,0.10874072081312157,0.20044276921608856,0.24872451693687647,0.17336864622593465,0.13963963963963963,0.22815533980582525,0.3526570048309179,0.4667,0.3033,0.2299,0.0,0.0031
533,ISIC_0006711,0.0,not cancerous,0.026989339524636224,0.5210526315789473,0.358974358974359,0.22151898734177214,0.4068365433925464,0.47280309175056057,0.34078026663611294,0.42887440154833456,0.43243243243243246,0.45145631067961167,0.4492753623188406,0.5073,0.2994,0.1933,0.0,0.0
534,ISIC_0006776,0.0,not cancerous,0.023622813569796668,0.6842105263157895,0.5256410256410257,0.379746835443038,0.2693238278589984,0.3951295386230259,0.4092676100139947,0.37411021697056124,0.46846846846846846,0.6553398058252428,0.7536231884057971,0.4802,0.3037,0.2161,0.0,0.0344
535,ISIC_0006795,0.0,not cancerous,0.005684346833888135,0.531578947368421,0.48717948717948717,0.3924050632911392,0.1524905631825404,0.21411326876282266,0.23785774496885975,0.19139655699297137,0.35585585585585583,0.3155339805825243,0.34782608695652173,0.4428,0.3135,0.2437,0.0,0.0
536,ISIC_0006800,0.0,not cancerous,0.015594242062048538,0.4842105263157895,0.3782051282051282,0.22784810126582278,0.1312091736794761,0.22266902046853382,0.2695987363837989,0.19901395538351838,0.25675675675675674,0.3786407766990291,0.4251207729468599,0.489,0.3111,0.1999,0.0,0.0
537,ISIC_0006940,0.0,not cancerous,0.00885251444162993,0.5631578947368421,0.5384615384615384,0.4430379746835443,0.17636297909187973,0.2622644210124529,0.3021810473937916,0.24485688092085156,0.42342342342342343,0.5145631067961165,0.5458937198067633,0.4325,0.3182,0.2493,0.0,0.0251
538,ISIC_0006982,0.0,not cancerous,0.006612862056171172,0.5789473684210527,0.5641025641025641,0.4620253164556962,0.1254167752566226,0.24965694928193144,0.32901979719942054,0.23093205663644698,0.5585585585585585,0.6456310679611651,0.7632850241545893,0.4296,0.3191,0.2513,0.0,0.034
539,ISIC_0007038,0.0,not cancerous,0.009184573464269348,0.4789473684210526,0.4551282051282051,0.3860759493670886,0.14860654566242676,0.25451595973090324,0.29991079393398756,0.2299480493022308,0.22072072072072071,0.2912621359223301,0.38164251207729466,0.4328,0.3154,0.2518,0.0,0.0016
540,ISIC_0007087,0.0,not cancerous,0.01800798490065811,0.531578947368421,0.3974358974358974,0.26582278481012656,0.22900738972164542,0.38236366238847275,0.38543404070742865,0.34339614953651826,0.4954954954954955,0.6699029126213593,0.7729468599033816,0.4917,0.3031,0.2052,0.0,0.0104
541,ISIC_0007322,0.0,not cancerous,0.011237485183970948,0.7105263157894737,0.5769230769230769,0.34810126582278483,0.18692548907514986,0.297874898611575,0.3301721104191048,0.2734093918712438,0.2927927927927928,0.4854368932038835,0.5314009661835749,0.4833,0.3169,0.1998,0.0,0.0016
542,ISIC_0007475,0.0,not cancerous,0.00936578302687628,0.5368421052631579,0.4230769230769231,0.2974683544303797,0.1750397229064557,0.335519824419104,0.3792943718337985,0.30238362025058574,0.38288288288288286,0.5388349514563107,0.5700483091787439,0.4765,0.3077,0.2158,0.0,0.0155
543,ISIC_0007557,0.0,not cancerous,0.018446418639302353,0.5052631578947369,0.38461538461538464,0.2848101265822785,0.31009928624872846,0.4255069421251014,0.43608671811701544,0.4125150249567078,0.6576576576576577,0.8203883495145631,0.8309178743961353,0.4802,0.3009,0.2189,0.0,0.0117
544,ISIC_0007693,0.0,not cancerous,0.016980056639978036,0.5526315789473685,0.532051282051282,0.4240506329113924,0.14295202145457295,0.3396326160599265,0.45975824337706334,0.32427014362839973,0.2882882882882883,0.5048543689320388,0.6376811594202898,0.4344,0.3202,0.2454,0.0,0.0529
545,ISIC_0007760,0.0,not cancerous,0.029442594033032614,0.4421052631578947,0.30128205128205127,0.2088607594936709,0.26606360709211513,0.32212605563242525,0.28095164049136995,0.2935805235815422,0.6216216216216216,0.7572815533980582,0.8599033816425121,0.4994,0.2951,0.2054,0.0,0.0034
546,ISIC_0008029,0.0,not cancerous,0.022425021155680337,0.5157894736842106,0.3717948717948718,0.25316455696202533,0.5429923748833534,0.5368042368433609,0.3704556056600839,0.5189507996332893,0.7702702702702703,0.6844660194174758,0.642512077294686,0.4941,0.301,0.2049,0.0047,0.011
547,ISIC_0008116,0.0,not cancerous,0.015283760248613144,0.5631578947368421,0.5,0.34177215189873417,0.06953063918149795,0.19345770313469157,0.2854774161340219,0.17029642456962416,0.15765765765765766,0.34951456310679613,0.4927536231884058,0.4592,0.3194,0.2214,0.0,0.0012
548,ISIC_0008145,0.0,not cancerous,0.01262069440030405,0.7052631578947368,0.5769230769230769,0.43037974683544306,0.09641274832070885,0.18579321532515863,0.2669945739796544,0.1707588876438831,0.22522522522522523,0.3058252427184466,0.40096618357487923,0.4663,0.3074,0.2263,0.0,0.0091
549,ISIC_0008207,0.0,not cancerous,0.03729793627272046,0.4421052631578947,0.32051282051282054,0.22784810126582278,0.5158883218858503,0.27460279593492054,0.1068295836777451,0.30532953040643784,0.6441441441441441,0.44660194174757284,0.391304347826087,0.49,0.2985,0.2115,0.004,0.0
550,ISIC_0008236,0.0,not cancerous,0.004035939976791159,0.6631578947368421,0.6089743589743589,0.3924050632911392,0.04123784142783881,0.11317524691063507,0.19401910155578656,0.0923581542222675,0.0990990990990991,0.1407766990291262,0.2608695652173913,0.4571,0.3261,0.2168,0.0,0.0
551,ISIC_0008256,0.0,not cancerous,0.017732959157991942,0.5842105263157895,0.4230769230769231,0.27848101265822783,0.23637357186693456,0.3578281406555657,0.3163983664650664,0.30899867576652745,0.44144144144144143,0.6553398058252428,0.7342995169082126,0.4969,0.3008,0.2022,0.0,0.0069
552,ISIC_0008280,0.0,not cancerous,0.014834127985528769,0.5789473684210527,0.44871794871794873,0.2721518987341772,0.16635869154007177,0.3065031728613007,0.3717372267552726,0.28541713354385256,0.23873873873873874,0.3592233009708738,0.45893719806763283,0.4907,0.3116,0.1977,0.0,0.0
553,ISIC_0008294,0.0,not cancerous,0.018087083138644093,0.5947368421052631,0.4807692307692308,0.3670886075949367,0.09166281347468243,0.12864735912972947,0.1802322631333426,0.11250891310991139,0.13963963963963963,0.1650485436893204,0.25120772946859904,0.4674,0.3051,0.2274,0.0,0.0
554,ISIC_0008347,0.0,not cancerous,0.004909746245168215,0.7105263157894737,0.7756410256410257,0.6708860759493671,0.034794743965901355,0.05428503268285701,0.16816898411477305,0.058074768259142304,0.26576576576576577,0.16019417475728157,0.23671497584541062,0.3998,0.3273,0.273,0.0,0.1738
555,ISIC_0008396,0.0,not cancerous,0.011570043325768517,0.6789473684210526,0.6282051282051282,0.4050632911392405,0.1586007448570396,0.31727277064745457,0.4328900310175221,0.31148619741265154,0.3783783783783784,0.6553398058252428,0.7681159420289855,0.4549,0.3279,0.2171,0.0,0.0366
556,ISIC_0008403,0.0,not cancerous,0.012642461995536512,0.5368421052631579,0.5192307692307693,0.43670886075949367,0.12458952996662434,0.2372918555274584,0.21025951599571158,0.17692574106142406,0.2972972972972973,0.4368932038834951,0.5120772946859904,0.4291,0.3172,0.2538,0.0,0.0126
557,ISIC_0008406,0.0,not cancerous,0.011354468837432843,0.7052631578947368,0.6602564102564102,0.4430379746835443,0.11231031786732129,0.2816928288563386,0.4213243417983616,0.27533258632983604,0.16216216216216217,0.3106796116504854,0.48792270531400966,0.4501,0.3265,0.2234,0.0,0.0775
558,ISIC_0008507,0.0,not cancerous,0.015999315537303216,0.6736842105263158,0.4935897435897436,0.2974683544303797,0.15083607260254395,0.28424066033684814,0.2642038154007317,0.22661098095141083,0.1891891891891892,0.32038834951456313,0.32367149758454106,0.4999,0.3069,0.1932,0.0,0.0
559,ISIC_0008528,0.0,not cancerous,0.006496152256923972,0.7210526315789474,0.5769230769230769,0.3860759493670886,0.11904597768791668,0.2471873658094375,0.3220077093682737,0.224569624121422,0.1981981981981982,0.4174757281553398,0.5700483091787439,0.4781,0.3112,0.2107,0.0,0.0074
560,ISIC_0008541,0.0,not cancerous,0.01863791819179355,0.6421052631578947,0.4935897435897436,0.3227848101265823,0.1653750767135495,0.31962402786392485,0.33684701568881,0.275212386676174,0.4774774774774775,0.5970873786407767,0.6763285024154589,0.4865,0.3088,0.2048,0.0,0.0281
561,ISIC_0008552,0.0,not cancerous,0.01181090951249203,0.6736842105263158,0.5256410256410257,0.3037974683544304,0.12171434816602074,0.22241328307648264,0.2594488865609834,0.1908770500152796,0.15765765765765766,0.2815533980582524,0.3864734299516908,0.4924,0.3135,0.1941,0.0,0.0002
562,ISIC_0008600,0.0,not cancerous,0.012217386560632327,0.5421052631578948,0.4807692307692308,0.3227848101265823,0.15312781107869758,0.30847464096569494,0.4001276710669537,0.29255373331975143,0.5540540540540541,0.7330097087378641,0.7971014492753623,0.4614,0.3203,0.2183,0.0,0.0088
563,ISIC_0008626,0.0,not cancerous,0.005986530928747566,0.7105263157894737,0.5769230769230769,0.36075949367088606,0.10121312495271081,0.23682236747936444,0.2810236600676002,0.19667515534277275,0.12162162162162163,0.23786407766990292,0.3188405797101449,0.48,0.3163,0.2037,0.0,0.0
564,ISIC_0008659,0.0,not cancerous,0.004976438337404965,0.8105263157894737,0.8141025641025641,0.7088607594936709,0.0,0.06126246481225251,0.1427509841311411,0.03596006926759703,0.05405405405405406,0.0825242718446602,0.178743961352657,0.4118,0.3199,0.2683,0.0,0.2555
565,ISIC_0008785,0.0,not cancerous,0.021523449394690617,0.5368421052631579,0.46794871794871795,0.34177215189873417,0.18419995123960692,0.3678610620735722,0.45038751442437536,0.34708770500152797,0.527027027027027,0.7815533980582524,0.9420289855072463,0.4575,0.315,0.2275,0.0,0.0403
566,ISIC_0008807,0.0,not cancerous,0.009677624198293927,0.6894736842105263,0.5576923076923077,0.34177215189873417,0.21185045691851134,0.37001001956200197,0.3427280688114315,0.31435265356015074,0.2702702702702703,0.3592233009708738,0.38164251207729466,0.4828,0.3151,0.2021,0.0,0.0
567,ISIC_0008879,0.0,not cancerous,0.023379375375624314,0.6105263157894737,0.4423076923076923,0.31645569620253167,0.2619778224280994,0.3891235268858247,0.34127785643552205,0.3407986146480595,0.42342342342342343,0.6407766990291263,0.748792270531401,0.491,0.2977,0.2114,0.0,0.0171
568,ISIC_0008992,0.0,not cancerous,0.03004004278653258,0.6736842105263158,0.5961538461538461,0.4810126582278481,0.32061303583888895,0.4078515196335703,0.4374616372995933,0.41105021900784355,0.46396396396396394,0.6844660194174758,0.821256038647343,0.4465,0.3106,0.2429,0.0,0.091
569,ISIC_0008993,0.0,not cancerous,0.01879267517763272,0.6894736842105263,0.5833333333333334,0.43670886075949367,0.1591925951458188,0.24004771220000953,0.33158467619834847,0.24221656310481815,0.30180180180180183,0.35436893203883496,0.5797101449275363,0.4582,0.3119,0.2299,0.0,0.0296
570,ISIC_0008998,0.0,not cancerous,0.0036367919165457693,0.5789473684210527,0.46794871794871795,0.3670886075949367,0.29923580694247115,0.4343642349348728,0.3965168714041363,0.39486197412651525,0.5495495495495496,0.7038834951456311,0.7729468599033816,0.4649,0.3048,0.2303,0.0,0.0394
571,ISIC_0009035,0.0,not cancerous,0.011068119622644165,0.6631578947368421,0.5,0.35443037974683544,0.2981815736155832,0.46932391812586477,0.4603704097750207,0.43336864622593463,0.6261261261261262,0.7184466019417476,0.7971014492753623,0.4856,0.3015,0.213,0.0,0.0442
572,ISIC_0009078,0.0,not cancerous,0.023599534523749868,0.45789473684210524,0.3717948717948718,0.23417721518987342,0.27708177454203065,0.45685194904337034,0.4091432125641425,0.399154527859835,0.35585585585585583,0.5048543689320388,0.4927536231884058,0.48,0.3144,0.2056,0.0,0.0004
573,ISIC_0009083,0.0,not cancerous,0.005307034331490123,0.7105263157894737,0.6794871794871795,0.5063291139240507,0.10831700981092736,0.19103774035020757,0.3167044496640451,0.19805643271875323,0.26126126126126126,0.2961165048543689,0.463768115942029,0.4365,0.3242,0.2393,0.0,0.0601
574,ISIC_0009160,0.0,not cancerous,0.04035876577706359,0.5263157894736842,0.391025641025641,0.3037974683544304,0.28547192494262247,0.39812013931962403,0.42314610971527716,0.3874544158093104,0.7882882882882883,0.8786407766990292,0.8599033816425121,0.4811,0.2974,0.2215,0.0001,0.0171
575,ISIC_0009165,0.0,not cancerous,0.01901700446871973,0.4789473684210526,0.3269230769230769,0.2088607594936709,0.4183540845236194,0.4430192280166039,0.31481557259655124,0.41215442599572166,0.5945945945945946,0.49514563106796117,0.4927536231884058,0.5069,0.2957,0.1974,0.0,0.0011
576,ISIC_0009188,0.0,not cancerous,0.005958218284079502,0.7263157894736842,0.6858974358974359,0.5189873417721519,0.041986061253142096,0.08082446681616491,0.17860527543395888,0.07475399816644596,0.0945945945945946,0.19902912621359223,0.37681159420289856,0.4384,0.3214,0.2401,0.0,0.0019
577,ISIC_0009252,0.0,not cancerous,0.04327074585136842,0.8842105263157894,0.717948717948718,0.5,0.25077806454867213,0.5154520730950904,0.5662768334301779,0.47457471732708567,0.3108108108108108,0.7330097087378641,0.9855072463768116,0.4722,0.3107,0.2171,0.0,0.1691
578,ISIC_0009297,0.0,not cancerous,0.010539664291004648,0.6894736842105263,0.5833333333333334,0.3860759493670886,0.14714877804773474,0.34751848847750366,0.413425103732742,0.3095487419782011,0.26576576576576577,0.5194174757281553,0.7584541062801933,0.4695,0.3169,0.2136,0.0,0.0324
579,ISIC_0009298,0.0,not cancerous,0.013021705903142743,0.6578947368421053,0.47435897435897434,0.34810126582278483,0.22845589286164658,0.4244458227968892,0.4092676100139947,0.3680350412549659,0.38288288288288286,0.6407766990291263,0.7729468599033816,0.4904,0.2952,0.2144,0.0,0.045
580,ISIC_0009344,0.0,not cancerous,0.006425083876599111,0.7210526315789474,0.5897435897435898,0.36075949367088606,0.12486695978948961,0.2951839305310368,0.386051117531038,0.2705694203931954,0.22972972972972974,0.3786407766990291,0.48792270531400966,0.4804,0.3176,0.202,0.0,0.004
581,ISIC_0009430,0.0,not cancerous,0.027619596639871007,0.49473684210526314,0.3333333333333333,0.20253164556962025,0.31891987322297793,0.39454554129490915,0.3427477105140397,0.366335947845574,0.6351351351351351,0.6456310679611651,0.6570048309178744,0.5108,0.2978,0.1915,0.0,0.0018
582,ISIC_0009504,0.0,not cancerous,0.019393677517097162,0.5894736842105263,0.42948717948717946,0.26582278481012656,0.20142582115024088,0.3151925187270385,0.2540556023864669,0.2538474075583172,0.2972972972972973,0.4368932038834951,0.4975845410628019,0.5002,0.304,0.1958,0.0,0.0012
583,ISIC_0009533,0.0,not cancerous,0.007444619459573764,0.6894736842105263,0.5961538461538461,0.3860759493670886,0.11584124288560645,0.27274011164654804,0.36763211091014736,0.25129673016196397,0.45495495495495497,0.4854368932038835,0.6521739130434783,0.4668,0.3199,0.2132,0.0,0.033
584,ISIC_0009564,0.0,not cancerous,0.01894297510374543,0.6210526315789474,0.44871794871794873,0.3860759493670886,0.1393672918645806,0.19476310892695264,0.17833683883164606,0.15451563614138744,0.16666666666666666,0.2087378640776699,0.23671497584541062,0.4764,0.2893,0.2343,0.0,0.0
